id,texto,fecha,usuario
621,"2,04482E+18 Alberto Sí y por tu forma de pensar mucha gente votó por Castillo que si no lo sacaban estaría en estos momentos como un dictador queriendo gobernar por 40 años habiendo destruido el país. Bien preso carajo. 16/04/2026 11:30 1 0 0 2 0 57 Democracia. FALSO 14/07/2009 1:45 287 119 2966 51 196330 FALSO FALSO",2026-06-17,
622,"2,04481E+18 Ce Campos No puedes minimizar a una región que es la única que representa a TODO el país y en donde se centra la mayoría absoluta de sus habitantes. 16/04/2026 11:23 2 0 0 2 0 36 Perú es clave FALSO 20/04/2009 12:47 Virginia, USA 1501 786 85032 2172 20323 FALSO FALSO",2026-06-17,
623,"2,04481E+18 ??Flor dela Canela.?? EXACTO SR JOSE.... PIENSO IGUAL ... HASTA HUBIERA MANDADO AL FFAA A VIGILAR LOS VOTOS 16/04/2026 11:16 0 0 0 3 0 77 ""Soy la flor de canela q derrama mucha LISURA?? PDTA D TRICICLEROS Y CHATARREROS DEL PERÚ ??Anticomunista,Anticaviar,",2026-06-17,
624,"Peruana?? DETESTO A LOS TERRUCOS HDP¡¡"" VERDADERO 09/01/2022 13:34 Peru, IN 3103 3005 5123 5330 18511 FALSO FALSO",2026-06-17,
625,"2,04481E+18 Hija-DeSastre Yo no estoy hablando de votaciones. Los votos valen lo mismo vengan de donde vengan y gana el que suma más. Estoy hablado de representatividad política a nivel nacional. Son dos conceptos distintos. 16/04/2026 11:12 0 0 0 6 0 138 Corredora, montañista, atea pero respeto la libertad religiosa, luriganchina, 1/2 rimense, con gatijos. FALSO 10/05/2014 16:38 Lima, Peru 298 55 137862 2146 44952 FALSO FALSO",2026-06-17,
626,"2,04481E+18 Hija-DeSastre Los votos de cada ciudadano, sean de donde sean, tienen la misma validez. Pero que un candidato (ya sea Aliaga o Nieto) tenga sus votos concentrados en una sola región, le resta representatividad política. En ese sentido Fujimori como Sanchez tienen más representatividad nacional 16/04/2026 11:12 1 0 0 2 0 128 Corredora, montañista, atea pero respeto la libertad religiosa, luriganchina, 1/2 rimense, con gatijos. FALSO 10/05/2014 16:38 Lima, Peru 298 55 137862 2146 44952 FALSO FALSO",2026-06-17,
627,"2,04481E+18 RBahamut Esta mal lo que pone. Para empezar estas poniendo territorios, pero las votaciones se miden por población. Lima es 1/3 de la poblacion del Perú, te guste o no. 16/04/2026 11:03 1 0 0 6 0 166 ???? FALSO 29/08/2011 11:59 Lima, Perú 216 1200 4657 258 11123 FALSO FALSO",2026-06-17,
628,"2,04481E+18 Emily?¹³?? Supongo por esos contratos irregulares con señoritas que han ido a palacio a altas horas de la noche y sobre el tema de los chinos 16/04/2026 11:00 1 0 0 5 0 79 VERDADERO 23/03/2020 19:08 Peru 84 76 71696 1140 19020 FALSO FALSO",2026-06-17,
629,"2,04481E+18 . "" Lima es más grande que todo lo verde demográficamente hablando",2026-06-17,
630,"tiene la misma validez"" 16/04/2026 10:55 1 0 0 3 0 140 VERDADERO 02/10/2022 19:30 50 53 480 146 3222 FALSO FALSO",2026-06-17,
631,"2,04481E+18 Oscar Romero Cual es tu nombre estimada? a ver si eres tan valiente de decirlo 16/04/2026 10:53 1 0 0 2 0 176 Charles FALSO 03/08/2022 11:25 14 42 8207 9 3167 FALSO FALSO",2026-06-17,
632,"2,04481E+18 ???? ??????? Sólo que es más caleta que Braguetí. 16/04/2026 10:51 0 0 0 2 0 3 ""Objetivista.",2026-06-17,
633,Tu ne cede malis sed contra audentior ito,2026-06-17,
634,#AbortoCero,2026-06-17,
635,"Pretium iustum mathematicum licet soli Deo notum"" FALSO 21/03/2009 9:59 Peru 2884 5848 262260 4175 399395 FALSO VERDADERO",2026-06-17,
636,"2,0448E+18 AibyC Pero dices que te indigna de que no tenga estudios pero no te indigna que los otros partidos incluida Keiko y RLA lleven a personas también sin estudios si señalas señala a todos no vengas con tus ínfulas de indignación cuando es evidente tu notable racismo 16/04/2026 10:46 1 0 0 4 0 105 ?? ?? Aquí opino lo que me nazca de los ovarios ??Caster de videojuegos y eSports ??Senior Designer, Ing de software, orgullosamente Arequipeña FALSO 22/08/2019 2:23 Arequipa 78 202 13555 244 3314 FALSO FALSO",2026-06-17,
637,"2,0448E+18 Sobrio Ahí veo puro voto resentido 16/04/2026 10:45 0 0 0 5 0 31 Fanático de Alianza en todos los ámbitos existentes y por existir, a veces tiro factos a veces no, cuerdo la mitad del día, borracho 24/7 FALSO 18/10/2021 10:04 384 658 71241 761 13781 FALSO FALSO",2026-06-17,
638,"2,0448E+18 Hermann El mismo la cagó agarrando piernas al hombro a las flacas en Palacio. Que no se haga ahora el demócrata. 16/04/2026 10:38 0 0 0 2 0 140 Empresario FALSO 19/12/2024 7:26 1652 11 29160 40 10671 FALSO FALSO",2026-06-17,
639,"2,0448E+18 Karina Braga Yo estoy segura de que no!! 16/04/2026 10:34 0 0 0 2 0 89 ???????? VERDADERO 18/11/2015 22:35 Lima, Peru 271 150 25972 1852 8876 FALSO FALSO",2026-06-17,
640,"2,0448E+18 Angeline_SSF Seguro pensaste que Castillo te representaba ???? 16/04/2026 10:33 1 0 1 3 1 157 ""Golden Kamuy Enjoyer.",2026-06-17,
641,"Steel Ball Run Appreciator."" FALSO 17/08/2021 9:29 11 259 59331 14 819 FALSO FALSO",2026-06-17,
642,"2,0448E+18 Rompecoraza/alefemboy Y racismo por qué? No estoy discriminando a nadie por su color de piel 16/04/2026 10:30 2 0 0 12 0 196 ""aburrido (cuenta nueva)",2026-06-17,
643,"soy alefemboy para los luisarders, no para nadie más xd",2026-06-17,
644,"6/1 al revez"" VERDADERO 04/01/2026 18:43 16 103 3973 134 298 FALSO FALSO",2026-06-17,
645,"2,0448E+18 Felipe Xnonymux a ti te representa un pezuñento comechuño patarrajada que quiere incendiar el Banco Central, cambiar la constitución y desestabilizar la economía 16/04/2026 10:27 0 0 0 3 0 12 FALSO 13/05/2014 17:38 Antígona 54 208 35459 131 3440 FALSO FALSO",2026-06-17,
646,"2,0448E+18 Rubén Zuniga 16/04/2026 10:26 0 0 1 1 0 63 Colegio Alexander Von Humboldt, Universidad Ricardo Palma, laboro en Contabilidad en empresa industrial. Me gusta la musica rock, ver series, películas, viajar. VERDADERO 12/02/2017 23:27 Lima, Peru 1445 1599 43103 6179 68576 FALSO FALSO",2026-06-17,
647,"2,0448E+18 Mario Santander #Porky estuvo en todo el Perú llevando su mensaje, y es raro no te hayas dado cuenta, pisó por todo el país. 16/04/2026 10:24 2 0 0 2 0 76 Opinando por un mejor Perú, para todos! VERDADERO 16/06/2013 9:06 1283 3718 115094 3098 104534 FALSO FALSO",2026-06-17,
648,"2,0448E+18 AibyC ?Una persona sin estudios superiores ????? Milagros Aguayo RLA, Lourdes Alcorta, Cecilia Chacón, etc etc etc lamento informarte que lo tuyo es RACISMO :) 16/04/2026 10:23 1 0 0 11 0 237 ?? ?? Aquí opino lo que me nazca de los ovarios ??Caster de videojuegos y eSports ??Senior Designer, Ing de software, orgullosamente Arequipeña FALSO 22/08/2019 2:23 Arequipa 78 202 13555 244 3314 FALSO FALSO",2026-06-17,
649,"2,0448E+18 Alberto Prefiero alguien con estudios ladrón a alguien sin estudios ladrón. O crees que los que no tienen estudios no van a robar a lo grande si se les presenta la oportunidad? Al menos el ratero con estudios hace algo. Un ratero sin estudios aparte de robar entorpece las cosas. 16/04/2026 10:22 3 0 0 10 0 112 Democracia. FALSO 14/07/2009 1:45 287 119 2966 51 196330 FALSO FALSO",2026-06-17,
650,"2,0448E+18 Miguel Angel "" Antes de hablar de """"lo vacan"""" primero fíjate en la composición del congreso, donde las fuerzas de izquierda tienen mayoría, tampoco hay que olvidar la alianza de RS con Antauro Humala, un nacional socialista listo para agarrase a balazos por un poco de poder",2026-06-17,
651,"????????"" 16/04/2026 10:17 0 0 0 1 0 79 Nada, viendo algo de la vida FALSO 28/02/2022 17:13 46 26 2779 7327 28128 FALSO FALSO",2026-06-17,
652,"2,0448E+18 NEFILIM ANUNNAKIS Acusalo con tu mamá, kikin 16/04/2026 10:14 0 0 0 2 0 39 Ciudadano de otra galaxia FALSO 19/11/2013 13:43 195 341 559 9688 55230 FALSO FALSO",2026-06-17,
653,"2,0448E+18 Rompecoraza/alefemboy La verdad no e tenido tiempo, pero aún así sea vicepresidente nro° 67 debería tener estudios superiores, supuestamente solo registra secundaria completa y quién sabe si es verdad 16/04/2026 10:09 2 0 0 17 0 288 ""aburrido (cuenta nueva)",2026-06-17,
654,"soy alefemboy para los luisarders, no para nadie más xd",2026-06-17,
655,"6/1 al revez"" VERDADERO 04/01/2026 18:43 16 103 3973 134 298 FALSO FALSO",2026-06-17,
656,"2,04479E+18 Rompecoraza/alefemboy No creo que sea bueno, ninguno de los 3 primeros candidatos lo es pero digo q porky es el más aceptable debido a que es el más fácil de enfriar por su gran tamaño 16/04/2026 10:07 1 0 0 3 0 235 ""aburrido (cuenta nueva)",2026-06-17,
657,"soy alefemboy para los luisarders, no para nadie más xd",2026-06-17,
658,"6/1 al revez"" VERDADERO 04/01/2026 18:43 16 103 3973 134 298 FALSO FALSO",2026-06-17,
659,"2,04479E+18 Sonia Curipaco Un sujeto acaba de endeudar a Lima por 40 años, y crees que es bueno 16/04/2026 10:02 2 0 0 4 0 222 sincera FALSO 11/09/2017 11:32 81 274 29237 25 5658 FALSO FALSO",2026-06-17,
660,"2,04479E+18 melonconsalsa qué asco tu comentario. Un ratero, aprovechado, vividor del estado además de libidinoso y probable violador. Eso te representa? 16/04/2026 10:02 2 0 0 2 0 40 """"""Después de todo, todo ha sido nada,",2026-06-17,
661,a pesar de que un día lo fue todo.,2026-06-17,
662,"Después de nada, o después de todo",2026-06-17,
663,"supe que todo no era más que nada."""" L.Hierro"" FALSO 05/12/2020 20:41 77 118 63948 43 11861 FALSO FALSO",2026-06-17,
664,"2,04479E+18 Rompecoraza/alefemboy "" Claro q se leer w, como si en la misma imagen no dijese """"segundo vicepresidente"""" pero aún así sea el vicepresidente nro° 1000 debería tener estudios superiores, pero esta chica, solo tiene secundaria completa y quién sabe si de verdad es así"" 16/04/2026 9:57 1 0 0 6 0 181 ""aburrido (cuenta nueva)",2026-06-17,
665,"soy alefemboy para los luisarders, no para nadie más xd",2026-06-17,
666,"6/1 al revez"" VERDADERO 04/01/2026 18:43 16 103 3973 134 298 FALSO FALSO",2026-06-17,
667,"2,04479E+18 TitoElGatito?? Presi? Un vividor del estado que llegó de pura casualidad al poder, ojalá y terminen presos él y sus visitadoras 16/04/2026 9:43 0 0 0 3 0 43 Miau, miau, miau FALSO 04/04/2010 23:22 Lima, Peru 250 764 170389 961 114921 FALSO FALSO",2026-06-17,
668,"2,04479E+18 ???????????? ??. ?????????? Ni lo van a vacar. Con ANTAURO al lado como gobernador en la sombra (ni la sombra porque esta a plena vista)llama a paramilitares y militares y se fregó el Perú . #EleccionesPerú2026 16/04/2026 9:41 0 0 0 3 0 188 ???????? World Stars?// ?? FALSO 23/05/2023 17:10 40 10 20819 150 5800 FALSO FALSO",2026-06-17,
669,"2,04479E+18 Luan No t e preocupes que dina era peor y ellos la defendieron y blindaban a sus ministros, solo cuando ya se acercaban las elecciones se deslindaron a si que tranqui, los porkys y éstos parásitos son aprovechados 16/04/2026 9:39 0 0 0 4 0 172 FALSO 13/12/2019 10:08 20 44 12646 51 4118 FALSO FALSO",2026-06-17,
670,"2,04479E+18 Freddy Así les gusta a Keiko, manipulable hasta el tuétano. 16/04/2026 9:36 1 0 0 3 0 207 """"""Como ya renunciaste a la idea de ganar, antes de empezar, eso equivale a perder sin pelear""""-Saga de Géminis-Ing",2026-06-17,
671,"(Mi problema es que no sé rendirme fácilmente)."" FALSO 04/10/2011 13:46 Lima, Peru 189 280 9293 3372 24242 FALSO FALSO",2026-06-17,
672,"2,04479E+18 Castor El culpable fue RLA. Lo que hizo Jerí no era casual de vacancia ni mucho menos censura. Fue un grosero error político, ya que buena parte de su base electoral hubiese preferido que él continuase hasta julio. Y reveló todo esto la falta de experiencia y contención de RLA. 16/04/2026 9:35 0 0 0 2 0 73 FALSO 11/05/2022 10:44 100 491 188447 24 3876 FALSO FALSO",2026-06-17,
